Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1003 | WITHDRAW | Amount: 24 | New Balance: 8726
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1005 | WITHDRAW | Amount: 248 | New Balance: 8949
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1005 | WITHDRAW | Amount: 383 | New Balance: 9197
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1001 | WITHDRAW | Amount: 134 | New Balance: 4875
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1005 | WITHDRAW | Amount: 476 | New Balance: 8886
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1002 | DEPOSIT | Amount: 5 | New Balance: 3268
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1005 | DEPOSIT | Amount: 15 | New Balance: 10171
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1005 | WITHDRAW | Amount: 302 | New Balance: 8584
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1003 | WITHDRAW | Amount: 348 | New Balance: 7840
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1005 | WITHDRAW | Amount: 334 | New Balance: 9837
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1004 | DEPOSIT | Amount: 155 | New Balance: 1535
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1001 | WITHDRAW | Amount: 253 | New Balance: 4361
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1003 | DEPOSIT | Amount: 221 | New Balance: 8539
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1005 | DEPOSIT | Amount: 459 | New Balance: 9408
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1004 | DEPOSIT | Amount: 141 | New Balance: 1338
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1004 | DEPOSIT | Amount: 446 | New Balance: 1981
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1003 | WITHDRAW | Amount: 115 | New Balance: 7725
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1005 | WITHDRAW | Amount: 194 | New Balance: 9214
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1005 | WITHDRAW | Amount: 256 | New Balance: 8958
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1001 | WITHDRAW | Amount: 18 | New Balance: 4343
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1004 | DEPOSIT | Amount: 63 | New Balance: 2044
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1002 | WITHDRAW | Amount: 414 | New Balance: 2854
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1003 | WITHDRAW | Amount: 372 | New Balance: 7353
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1002 | WITHDRAW | Amount: 134 | New Balance: 2519
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1001 | DEPOSIT | Amount: 87 | New Balance: 5192
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1003 | DEPOSIT | Amount: 135 | New Balance: 9882
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1005 | WITHDRAW | Amount: 5 | New Balance: 8579
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1003 | DEPOSIT | Amount: 176 | New Balance: 7529
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1002 | DEPOSIT | Amount: 130 | New Balance: 2649
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1004 | WITHDRAW | Amount: 202 | New Balance: 1136
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1002 | DEPOSIT | Amount: 390 | New Balance: 3244
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1001 | WITHDRAW | Amount: 51 | New Balance: 4824
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1005 | DEPOSIT | Amount: 197 | New Balance: 9155
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1005 | DEPOSIT | Amount: 366 | New Balance: 9521
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1001 | WITHDRAW | Amount: 481 | New Balance: 4711
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1003 | WITHDRAW | Amount: 439 | New Balance: 9443
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1005 | DEPOSIT | Amount: 320 | New Balance: 8899
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1001 | WITHDRAW | Amount: 154 | New Balance: 4670
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1002 | WITHDRAW | Amount: 326 | New Balance: 2323
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1003 | DEPOSIT | Amount: 141 | New Balance: 9584
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1005 | DEPOSIT | Amount: 201 | New Balance: 10038
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1002 | DEPOSIT | Amount: 62 | New Balance: 3390
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1005 | WITHDRAW | Amount: 172 | New Balance: 8727
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1003 | DEPOSIT | Amount: 156 | New Balance: 8695
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1001 | DEPOSIT | Amount: 149 | New Balance: 4860
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1004 | WITHDRAW | Amount: 102 | New Balance: 1105
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1004 | WITHDRAW | Amount: 40 | New Balance: 1096
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1003 | WITHDRAW | Amount: 275 | New Balance: 7254
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1001 | WITHDRAW | Amount: 130 | New Balance: 4540
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1004 | DEPOSIT | Amount: 177 | New Balance: 2221
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1001 | WITHDRAW | Amount: 109 | New Balance: 4751
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1002 | WITHDRAW | Amount: 436 | New Balance: 2954
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1005 | WITHDRAW | Amount: 200 | New Balance: 8527
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1002 | WITHDRAW | Amount: 148 | New Balance: 2175
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1005 | WITHDRAW | Amount: 24 | New Balance: 10014
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1004 | DEPOSIT | Amount: 411 | New Balance: 2632
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1001 | DEPOSIT | Amount: 335 | New Balance: 4875
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1005 | DEPOSIT | Amount: 451 | New Balance: 8978
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1005 | DEPOSIT | Amount: 161 | New Balance: 9139
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1005 | WITHDRAW | Amount: 124 | New Balance: 9890
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1004 | DEPOSIT | Amount: 125 | New Balance: 1230
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1004 | DEPOSIT | Amount: 375 | New Balance: 1471
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1003 | WITHDRAW | Amount: 20 | New Balance: 7234
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1003 | DEPOSIT | Amount: 122 | New Balance: 7356
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1001 | WITHDRAW | Amount: 121 | New Balance: 4630
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1004 | WITHDRAW | Amount: 162 | New Balance: 2470
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1004 | WITHDRAW | Amount: 321 | New Balance: 909
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1001 | DEPOSIT | Amount: 472 | New Balance: 4815
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1001 | WITHDRAW | Amount: 262 | New Balance: 4553
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1005 | DEPOSIT | Amount: 338 | New Balance: 10228
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1005 | DEPOSIT | Amount: 384 | New Balance: 10612
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1005 | DEPOSIT | Amount: 280 | New Balance: 9801
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1003 | DEPOSIT | Amount: 8 | New Balance: 8703
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1003 | DEPOSIT | Amount: 406 | New Balance: 9109
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1005 | WITHDRAW | Amount: 297 | New Balance: 10315
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1005 | DEPOSIT | Amount: 234 | New Balance: 10035
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1003 | WITHDRAW | Amount: 401 | New Balance: 8708
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1003 | DEPOSIT | Amount: 123 | New Balance: 7479
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1002 | DEPOSIT | Amount: 332 | New Balance: 3286
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1004 | WITHDRAW | Amount: 419 | New Balance: 2051
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1001 | WITHDRAW | Amount: 343 | New Balance: 4287
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1002 | DEPOSIT | Amount: 435 | New Balance: 3721
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1002 | DEPOSIT | Amount: 482 | New Balance: 2657
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1002 | WITHDRAW | Amount: 447 | New Balance: 2210
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1001 | DEPOSIT | Amount: 387 | New Balance: 4674
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1002 | WITHDRAW | Amount: 326 | New Balance: 2918
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1001 | DEPOSIT | Amount: 154 | New Balance: 5029
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1003 | DEPOSIT | Amount: 145 | New Balance: 8853
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1003 | WITHDRAW | Amount: 278 | New Balance: 9306
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1004 | DEPOSIT | Amount: 436 | New Balance: 1907
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1005 | DEPOSIT | Amount: 239 | New Balance: 10274
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1001 | WITHDRAW | Amount: 426 | New Balance: 4127
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1001 | WITHDRAW | Amount: 303 | New Balance: 4726
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1003 | DEPOSIT | Amount: 58 | New Balance: 7537
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1001 | WITHDRAW | Amount: 449 | New Balance: 4225
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1004 | WITHDRAW | Amount: 45 | New Balance: 2006
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1004 | DEPOSIT | Amount: 24 | New Balance: 933
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1002 | DEPOSIT | Amount: 340 | New Balance: 2550
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1001 | DEPOSIT | Amount: 193 | New Balance: 4320
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1001 | WITHDRAW | Amount: 210 | New Balance: 4015
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1003 | WITHDRAW | Amount: 111 | New Balance: 9195
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1001 | DEPOSIT | Amount: 46 | New Balance: 4772
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1003 | DEPOSIT | Amount: 296 | New Balance: 9149
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1003 | DEPOSIT | Amount: 272 | New Balance: 9421
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1003 | WITHDRAW | Amount: 209 | New Balance: 8986
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1004 | DEPOSIT | Amount: 46 | New Balance: 979
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1005 | DEPOSIT | Amount: 297 | New Balance: 9436
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1003 | DEPOSIT | Amount: 315 | New Balance: 7852
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1004 | DEPOSIT | Amount: 122 | New Balance: 1101
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1001 | DEPOSIT | Amount: 274 | New Balance: 4594
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1003 | DEPOSIT | Amount: 203 | New Balance: 8055
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1001 | WITHDRAW | Amount: 290 | New Balance: 3725
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1005 | WITHDRAW | Amount: 169 | New Balance: 10146
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1004 | WITHDRAW | Amount: 109 | New Balance: 1897
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1001 | DEPOSIT | Amount: 305 | New Balance: 4899
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1002 | DEPOSIT | Amount: 402 | New Balance: 3320
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1004 | DEPOSIT | Amount: 460 | New Balance: 1561
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1001 | WITHDRAW | Amount: 363 | New Balance: 4536
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1002 | DEPOSIT | Amount: 240 | New Balance: 3560
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1005 | DEPOSIT | Amount: 182 | New Balance: 9618
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1001 | WITHDRAW | Amount: 217 | New Balance: 4555
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1001 | WITHDRAW | Amount: 449 | New Balance: 4087
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1001 | DEPOSIT | Amount: 455 | New Balance: 5010
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1003 | WITHDRAW | Amount: 173 | New Balance: 7882
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1004 | DEPOSIT | Amount: 268 | New Balance: 2175
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1002 | WITHDRAW | Amount: 99 | New Balance: 3622
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1001 | DEPOSIT | Amount: 222 | New Balance: 3947
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1002 | WITHDRAW | Amount: 310 | New Balance: 2240
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1003 | WITHDRAW | Amount: 242 | New Balance: 8744
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1004 | WITHDRAW | Amount: 59 | New Balance: 1838
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1002 | WITHDRAW | Amount: 321 | New Balance: 1919
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1005 | WITHDRAW | Amount: 126 | New Balance: 10020
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1002 | WITHDRAW | Amount: 176 | New Balance: 3446
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1003 | DEPOSIT | Amount: 499 | New Balance: 9243
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1001 | WITHDRAW | Amount: 188 | New Balance: 4822
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1003 | WITHDRAW | Amount: 350 | New Balance: 9071
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1004 | DEPOSIT | Amount: 489 | New Balance: 2664
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1005 | DEPOSIT | Amount: 38 | New Balance: 10312
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1005 | DEPOSIT | Amount: 184 | New Balance: 10496
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1002 | DEPOSIT | Amount: 53 | New Balance: 1972
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1002 | WITHDRAW | Amount: 249 | New Balance: 3197
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1004 | DEPOSIT | Amount: 388 | New Balance: 2226
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1004 | DEPOSIT | Amount: 417 | New Balance: 3081
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1003 | WITHDRAW | Amount: 349 | New Balance: 8894
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1004 | DEPOSIT | Amount: 39 | New Balance: 2265
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1003 | WITHDRAW | Amount: 199 | New Balance: 8872
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1005 | DEPOSIT | Amount: 484 | New Balance: 10504
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1001 | WITHDRAW | Amount: 384 | New Balance: 4438
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1001 | WITHDRAW | Amount: 106 | New Balance: 3841
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1005 | DEPOSIT | Amount: 443 | New Balance: 10939
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1001 | WITHDRAW | Amount: 430 | New Balance: 3657
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1003 | WITHDRAW | Amount: 295 | New Balance: 8577
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1005 | DEPOSIT | Amount: 372 | New Balance: 11311
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1003 | DEPOSIT | Amount: 346 | New Balance: 8228
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1002 | DEPOSIT | Amount: 160 | New Balance: 2132
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1005 | WITHDRAW | Amount: 260 | New Balance: 11051
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1002 | DEPOSIT | Amount: 495 | New Balance: 4055
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1003 | WITHDRAW | Amount: 182 | New Balance: 8395
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1002 | WITHDRAW | Amount: 67 | New Balance: 3988
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1003 | DEPOSIT | Amount: 119 | New Balance: 9013
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1003 | WITHDRAW | Amount: 306 | New Balance: 8089
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1005 | WITHDRAW | Amount: 207 | New Balance: 10297
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1005 | WITHDRAW | Amount: 348 | New Balance: 10703
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1003 | DEPOSIT | Amount: 159 | New Balance: 9172
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1003 | WITHDRAW | Amount: 118 | New Balance: 7971
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1005 | WITHDRAW | Amount: 488 | New Balance: 10215
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1003 | DEPOSIT | Amount: 378 | New Balance: 8349
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1002 | WITHDRAW | Amount: 73 | New Balance: 3124
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1001 | DEPOSIT | Amount: 1 | New Balance: 4439
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1003 | DEPOSIT | Amount: 90 | New Balance: 8439
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1002 | WITHDRAW | Amount: 279 | New Balance: 2845
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1001 | DEPOSIT | Amount: 302 | New Balance: 4143
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1005 | WITHDRAW | Amount: 221 | New Balance: 9397
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1004 | DEPOSIT | Amount: 88 | New Balance: 2353
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1004 | DEPOSIT | Amount: 95 | New Balance: 2448
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1004 | WITHDRAW | Amount: 385 | New Balance: 2063
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1002 | WITHDRAW | Amount: 497 | New Balance: 1635
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1001 | DEPOSIT | Amount: 166 | New Balance: 4605
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1004 | DEPOSIT | Amount: 330 | New Balance: 2393
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1005 | DEPOSIT | Amount: 472 | New Balance: 9869
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1005 | WITHDRAW | Amount: 315 | New Balance: 9900
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1003 | DEPOSIT | Amount: 176 | New Balance: 8615
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1001 | WITHDRAW | Amount: 75 | New Balance: 4530
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1004 | WITHDRAW | Amount: 374 | New Balance: 1187
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1005 | WITHDRAW | Amount: 51 | New Balance: 9818
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1005 | DEPOSIT | Amount: 232 | New Balance: 10132
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1002 | WITHDRAW | Amount: 171 | New Balance: 3817
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1001 | WITHDRAW | Amount: 113 | New Balance: 3544
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1004 | DEPOSIT | Amount: 6 | New Balance: 2399
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1002 | WITHDRAW | Amount: 33 | New Balance: 3784
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1005 | WITHDRAW | Amount: 432 | New Balance: 9865
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1004 | DEPOSIT | Amount: 186 | New Balance: 3267
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1002 | WITHDRAW | Amount: 402 | New Balance: 2443
